,text,token,annotation
0,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
1,"import ""fmt""","['import', '""fmt""']","['KEYWORD', 'STRING_LITERAL']"
2,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
3,"    a := []int{0, 1, 2, 3}","['a', ':=', '[]', 'int', '{', '0', ',', '1', ',', '2', ',', '3', '}']","['IDENTIFIER', 'OPERATOR', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR']"
4,    for i := len(a) - 1; i >= 0; i-- {,"['for', 'i', ':=', 'len', '(', 'a', ')', '-', '1', ';', 'i', '>=', '0', ';', 'i', '--', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
5,        v := a[i],"['v', ':=', 'a', '[', 'i', ']']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
6,"        fmt.Printf(""i: %d v: %d\n"", i, v)","['fmt', '.', 'Printf', '(', '""i: %d v: %d\\n""', ',', 'i', ',', 'v', ')']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'STRING_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
7,"        fmt.Println(""before"", a)","['fmt', '.', 'Println', '(', '""before""', ',', 'a', ')']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'STRING_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
8,        if v%2 == 0 {,"['if', 'v', '2', '==', '0', '{']","['KEYWORD', 'IDENTIFIER', 'DECIMAL_LITERAL', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR']"
9,            // delete a[i],['// delete a[i]'],"['COMMENT', 'VB', 'DT', 'NN', 'NN', 'VBP']"
10,"            a = append(a[:i], a[i+1:]...)","['a', '=', 'append', '(', 'a', '[:', 'i', '],', 'a', '[', 'i', '+', '1', ':]...)']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR']"
11,        },['}'],['OPERATOR']
12,"        fmt.Println(""after"", a, ""\n"")","['fmt', '.', 'Println', '(', '""after"", a, ""\\n""', ')']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'STRING_LITERAL', 'OPERATOR']"
13,    },['}'],['OPERATOR']
14,"    fmt.Println(""final"", a)","['fmt', '.', 'Println', '(', '""final""', ',', 'a', ')']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'STRING_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
15,},['}'],['OPERATOR']
