,text,token,annotation
0,"I wrote a simple Go program.  Its goal is to rotate a triangle on the screen using OpenGl.

EDIT: The main loop seems to be responsible, OpenGl is fine, but I am doing something wrong with goroutines and/or channels.  See at the bottom of this post.  I am changing the title of this question appropriately.

The program almost works.  It stutters, alternating between rotating as it is supposed to, and just flashing the two OpenGl buffers without drawing anything.  About two thirds of the frames I try to render fail silently, and I do not understand why.

This does not depend on my frame rate.  Whether I update at 50 or 1 FPS, I get long series of messed up frames followed by shorter series of working frames.  I don't think I am asking OpenGl to work too fast (and I call glFinish() anyway).

I started experimenting and found a strange behavior.
I use glGetUniformLocation as a first step to send my new rotation matrix to the vertex buffer.
I noticed that if I ask glGetUniformLocation to tell me where I can find ""dummy"", a parameter that obviously does not exist in the shader, it does not always return -1 as expected ; it sometimes returns 0.  That dummy attribute is not responsible for the problem, it is merely a symptom.

I check glGetError after every OpenGl call, they always return NO_ERROR.

I am pasting here my code.  I wish I could have made it shorter.  My real code checks glError after every single call to OpenGl, and also looks at 0 buffers or -1 locations.  This version is lighter.  func main is at the top, followed my the loop that takes care of the rotation.

","['I', 'wrote', 'a', 'simple', 'Go', 'program.', 'Its', 'goal', 'is', 'to', 'rotate', 'a', 'triangle', 'on', 'the', 'screen', 'using', 'OpenGl.', 'EDIT:', 'The', 'main', 'loop', 'seems', 'to', 'be', 'responsible,', 'OpenGl', 'is', 'fine,', 'but', 'I', 'am', 'doing', 'something', 'wrong', 'with', 'goroutines', 'and/or', 'channels.', 'See', 'at', 'the', 'bottom', 'of', 'this', 'post.', 'I', 'am', 'changing', 'the', 'title', 'of', 'this', 'question', 'appropriately.', 'The', 'program', 'almost', 'works.', 'It', 'stutters,', 'alternating', 'between', 'rotating', 'as', 'it', 'is', 'supposed', 'to,', 'and', 'just', 'flashing', 'the', 'two', 'OpenGl', 'buffers', 'without', 'drawing', 'anything.', 'About', 'two', 'thirds', 'of', 'the', 'frames', 'I', 'try', 'to', 'render', 'fail', 'silently,', 'and', 'I', 'do', 'not', 'understand', 'why.', 'This', 'does', 'not', 'depend', 'on', 'my', 'frame', 'rate.', 'Whether', 'I', 'update', 'at', '50', 'or', '1', 'FPS,', 'I', 'get', 'long', 'series', 'of', 'messed', 'up', 'frames', 'followed', 'by', 'shorter', 'series', 'of', 'working', 'frames.', 'I', ""don't"", 'think', 'I', 'am', 'asking', 'OpenGl', 'to', 'work', 'too', 'fast', '(and', 'I', 'call', 'glFinish()', 'anyway).', 'I', 'started', 'experimenting', 'and', 'found', 'a', 'strange', 'behavior.', 'I', 'use', 'glGetUniformLocation', 'as', 'a', 'first', 'step', 'to', 'send', 'my', 'new', 'rotation', 'matrix', 'to', 'the', 'vertex', 'buffer.', 'I', 'noticed', 'that', 'if', 'I', 'ask', 'glGetUniformLocation', 'to', 'tell', 'me', 'where', 'I', 'can', 'find', '""dummy"",', 'a', 'parameter', 'that', 'obviously', 'does', 'not', 'exist', 'in', 'the', 'shader,', 'it', 'does', 'not', 'always', 'return', '-1', 'as', 'expected', ';', 'it', 'sometimes', 'returns', '0.', 'That', 'dummy', 'attribute', 'is', 'not', 'responsible', 'for', 'the', 'problem,', 'it', 'is', 'merely', 'a', 'symptom.', 'I', 'check', 'glGetError', 'after', 'every', 'OpenGl', 'call,', 'they', 'always', 'return', 'NO_ERROR.', 'I', 'am', 'pasting', 'here', 'my', 'code.', 'I', 'wish', 'I', 'could', 'have', 'made', 'it', 'shorter.', 'My', 'real', 'code', 'checks', 'glError', 'after', 'every', 'single', 'call', 'to', 'OpenGl,', 'and', 'also', 'looks', 'at', '0', 'buffers', 'or', '-1', 'locations.', 'This', 'version', 'is', 'lighter.', 'func', 'main', 'is', 'at', 'the', 'top,', 'followed', 'my', 'the', 'loop', 'that', 'takes', 'care', 'of', 'the', 'rotation.']","['PRP', 'VBD', 'DT', 'JJ', 'NNP', 'VBD', 'PRP$', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBG', 'NNP', 'NNP', 'DT', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'JJ', 'NNP', 'VBZ', 'JJ', 'CC', 'PRP', 'VBP', 'VBG', 'NN', 'JJ', 'IN', 'NNS', 'NNS', 'VBP', 'VB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'RB', 'VBD', 'PRP', 'VBZ', 'VBG', 'IN', 'VBG', 'IN', 'PRP', 'VBZ', 'VBN', 'NN', 'CC', 'RB', 'VBG', 'DT', 'CD', 'NNP', 'NNS', 'IN', 'VBG', 'NN', 'IN', 'CD', 'NNS', 'IN', 'DT', 'NNS', 'PRP', 'VBP', 'TO', 'VB', 'JJ', 'NN', 'CC', 'PRP', 'VBP', 'RB', 'VB', 'NN', 'DT', 'VBZ', 'RB', 'VB', 'IN', 'PRP$', 'NN', 'VBZ', 'NNP', 'PRP', 'VBP', 'IN', 'CD', 'CC', 'CD', 'NNP', 'PRP', 'VBP', 'JJ', 'NN', 'IN', 'VBN', 'RP', 'NNS', 'VBN', 'IN', 'JJR', 'NN', 'IN', 'VBG', 'NN', 'PRP', 'VBP', 'VB', 'PRP', 'VBP', 'VBG', 'NNP', 'TO', 'VB', 'RB', 'JJ', 'NN', 'PRP', 'VBP', 'JJ', 'NN', 'PRP', 'VBD', 'VBG', 'CC', 'VBD', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'PRP$', 'JJ', 'NN', 'NN', 'TO', 'DT', 'NN', 'NN', 'PRP', 'VBD', 'IN', 'IN', 'PRP', 'VBP', 'NN', 'TO', 'VB', 'PRP', 'WRB', 'PRP', 'MD', 'VB', 'VB', 'DT', 'NN', 'WDT', 'RB', 'VBZ', 'RB', 'VB', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'RB', 'RB', 'VB', 'RP', 'IN', 'VBN', ':', 'PRP', 'VBZ', 'VBZ', 'CD', 'IN', 'JJ', 'NN', 'VBZ', 'RB', 'JJ', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'RB', 'DT', 'NN', 'PRP', 'VBP', 'NN', 'IN', 'DT', 'NNP', 'NN', 'PRP', 'RB', 'VBP', 'NNP', 'PRP', 'VBP', 'VBG', 'RB', 'PRP$', 'NN', 'PRP', 'VBP', 'PRP', 'MD', 'VB', 'VBN', 'PRP', 'VB', 'NNP', 'JJ', 'NN', 'NNS', 'VBP', 'IN', 'DT', 'JJ', 'NN', 'TO', 'NNP', 'CC', 'RB', 'VBZ', 'IN', 'CD', 'NNS', 'CC', 'VB', 'NN', 'DT', 'NN', 'VBZ', 'JJ', 'NN', 'JJ', 'VBZ', 'IN', 'DT', 'NN', 'VBD', 'PRP$', 'DT', 'NN', 'WDT', 'VBZ', 'NN', 'IN', 'DT', 'NN']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
4,"    ""github.com/0xe2-0x9a-0x9b/Go-SDL/sdl""","['""github.com/0xe2-0x9a-0x9b/Go-SDL/sdl""']",['STRING_LITERAL']
5,"    gl ""github.com/chsc/gogl/gl33""","['gl', '""github.com/chsc/gogl/gl33""']","['IDENTIFIER', 'STRING_LITERAL']"
6,"    ""math""","['""math""']",['STRING_LITERAL']
7,"    ""time""","['""time""']",['STRING_LITERAL']
8,"    ""unsafe""","['""unsafe""']",['STRING_LITERAL']
9,),[')'],['PUNCTUATION']
10,const DEG_TO_RAD = math.Pi / 180,"['const', 'DEG_TO_RAD', '=', 'math', '.', 'Pi', '/', '180']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'DECIMAL_LITERAL']"
11,type GoMatrix [16]float64,"['type', 'GoMatrix', '[', '16', ']', 'float64']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER']"
12,type GlMatrix [16]gl.Float,"['type', 'GlMatrix', '[', '16', ']', 'gl', '.', 'Float']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
13,"var good_frames, bad_frames, sdl_events int","['var', 'go', 'od_frames', ',', 'bad_frames', ',', 'sdl_events', 'int']","['KEYWORD', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER']"
14,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
15,    //=================================================================,"['//', '=================================================================']","['COMMENT', 'NN']"
16,"    // Just opening a window, skip to the next part.","['//', 'Just', 'opening', 'a', 'window,', 'skip', 'to', 'the', 'next', 'part.']","['COMMENT', 'RB', 'VBG', 'DT', 'NN', 'NN', 'TO', 'DT', 'JJ', 'NN']"
17,    if status := sdl.Init(sdl.INIT_VIDEO); status != 0 {,"['if', 'status', ':=', 'sdl.Init(sdl.INIT_VIDEO)', ';', 'status', '!=', '0', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'OCTAL_LITERAL', 'PUNCTUATION']"
