,text,token,annotation
0,"I am trying to implement a housie game where a goroutine produces numbers, 3 other goroutines check if these are in their tokens and inform the producer if all their numbers were produced. I have implemented it in golang in the following way. This results in a deadlock. Any idea why this is happening? This is a ""homework problem"", I am just implementing it in go to learn go better. 

","['I', 'am', 'trying', 'to', 'implement', 'a', 'housie', 'game', 'where', 'a', 'goroutine', 'produces', 'numbers,', '3', 'other', 'goroutines', 'check', 'if', 'these', 'are', 'in', 'their', 'tokens', 'and', 'inform', 'the', 'producer', 'if', 'all', 'their', 'numbers', 'were', 'produced.', 'I', 'have', 'implemented', 'it', 'in', 'golang', 'in', 'the', 'following', 'way.', 'This', 'results', 'in', 'a', 'deadlock.', 'Any', 'idea', 'why', 'this', 'is', 'happening?', 'This', 'is', 'a', '""homework', 'problem"",', 'I', 'am', 'just', 'implementing', 'it', 'in', 'go', 'to', 'learn', 'go', 'better.']","['PRP', 'VBP', 'VBG', 'TO', 'VB', 'DT', 'NN', 'NN', 'WRB', 'DT', 'NN', 'VBZ', 'RB', 'CD', 'JJ', 'NNS', 'VB', 'IN', 'DT', 'VBP', 'IN', 'PRP$', 'NNS', 'CC', 'VB', 'DT', 'NN', 'IN', 'DT', 'PRP$', 'NNS', 'VBD', 'JJ', 'PRP', 'VBP', 'VBN', 'PRP', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'DT', 'NNS', 'IN', 'DT', 'NN', 'NNP', 'NN', 'WRB', 'DT', 'VBZ', 'JJ', 'DT', 'VBZ', 'DT', 'NN', 'NN', 'PRP', 'VBP', 'RB', 'VBG', 'PRP', 'IN', 'NN', 'TO', 'VB', 'VB', 'NN']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
4,"    ""math/rand""","['""math/rand""']",['STRING_LITERAL']
5,),[')'],['PUNCTUATION']
6,type PersonID int,"['type', 'PersonID', 'int']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER']"
7,"func contains(s []int, e int) bool {","['func', 'contains', '(', 's', '[]', 'int', ',', 'e', 'int', ')', 'bool', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
8,"    for _, a := range s {","['for', '_', ',', 'a', ':=', 'range', 's', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
9,        if a == e {,"['if', 'a', '==', 'e', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
10,            return true,"['return', 'true']","['KEYWORD', 'BOOLEAN_LITERAL']"
11,        },['}'],['PUNCTUATION']
12,    },['}'],['PUNCTUATION']
13,    return false,"['return', 'false']","['KEYWORD', 'BOOLEAN_LITERAL']"
14,},['}'],['PUNCTUATION']
15,"func Person(called_number chan int, claim_prize chan PersonID, received chan bool, coupon []int, person_id PersonID) {","['func', 'Person', '(', 'called_number', 'chan', 'int', ',', 'claim_prize', 'chan', 'PersonID', ',', 'received', 'chan', 'bool', ',', 'coupon', '[]', 'int', ',', 'person_id', 'PersonID', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
16,    numFound := 0,"['numFound', ':=', '0']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL']"
