,text,token,annotation
0,"It seems the use case is not as common as I thought. I implemented a custom ""parser"". Hopefully this doesn't violate any RFC. Any patch is welcome!

","['It', 'seems', 'the', 'use', 'case', 'is', 'not', 'as', 'common', 'as', 'I', 'thought.', 'I', 'implemented', 'a', 'custom', '""parser"".', 'Hopefully', 'this', ""doesn't"", 'violate', 'any', 'RFC.', 'Any', 'patch', 'is', 'welcome!']","['PRP', 'VBZ', 'DT', 'NN', 'NN', 'VBZ', 'RB', 'RB', 'JJ', 'IN', 'PRP', 'VBP', 'PRP', 'VBD', 'DT', 'NN', 'NNP', 'NNP', 'DT', 'JJ', 'NN', 'DT', 'NNP', 'NNP', 'NN', 'VBZ', 'JJ']"
1,package query,"['package', 'query']","['KEYWORD', 'IDENTIFIER']"
2,import(,"['import', '(']","['KEYWORD', 'OPERATOR']"
3,"    ""net/url""","['""net/url""']",['STRING_LITERAL']
4,"    ""strings""","['""strings""']",['STRING_LITERAL']
5,),[')'],['OPERATOR']
6,//ParseQueryOp parses the URL-encoded query string and returns a map ,"['//', 'ParseQueryOp', 'parses', 'the', 'URL-encoded', 'query', 'string', 'and', 'returns', 'a', 'map']","['COMMENT', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'CC', 'VBZ', 'DT', 'NN']"
7,// listing the values specified for each key. ParseQueryOp always returns ,"['//', 'listing', 'the', 'values', 'specified', 'for', 'each', 'key.', 'ParseQueryOp', 'always', 'returns']","['COMMENT', 'VBG', 'DT', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'NNP', 'RB', 'NNS']"
8,// a non-nil map containing all the valid query parameters found;,"['//', 'a', 'non-nil', 'map', 'containing', 'all', 'the', 'valid', 'query', 'parameters', 'found;']","['COMMENT', 'DT', 'JJ', 'NN', 'VBG', 'PDT', 'DT', 'JJ', 'NN', 'NNS', 'VBP']"
9,"// err describes the first decoding error encountered, if any.","['//', 'err', 'describes', 'the', 'first', 'decoding', 'error', 'encountered,', 'if', 'any.']","['COMMENT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'NN', 'IN', 'NN']"
10,// If the query has operators (e.g. &amount>300) it is Add-ed in the map,"['//', 'If', 'the', 'query', 'has', 'operators', '(e.g.', '&amount>300)', 'it', 'is', 'Add-ed', 'in', 'the', 'map']","['COMMENT', 'IN', 'DT', 'NN', 'VBZ', 'NNS', 'VBP', 'IN', 'PRP', 'VBZ', 'JJ', 'IN', 'DT', 'NN']"
11,// with a prefixed key ( {{prefix}}key ).,"['//', 'with', 'a', 'prefixed', 'key', '(', '{{prefix}}key', ').']","['COMMENT', 'IN', 'DT', 'JJ', 'NN', '(', 'JJ', 'NN']"
12,/*,['*'],['OPERATOR']
