,text,token,annotation
0,"I am developing a server with the latest Go GAE SDK. I am running tests after every change:

","['I', 'am', 'developing', 'a', 'server', 'with', 'the', 'latest', 'Go', 'GAE', 'SDK.', 'I', 'am', 'running', 'tests', 'after', 'every', 'change:']","['PRP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'DT', 'JJS', 'NNP', 'NNP', 'NNP', 'PRP', 'VBP', 'VBG', 'NNS', 'IN', 'DT', 'NN']"
1,goapp test -test.v=true,"['go', 'app', 'test', '-', 'test', '.', 'v', '=', 'true']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'BOOLEAN_LITERAL']"
2,"

I am using -cover to record coverage as described by goapp help testflag:

","['I', 'am', 'using', '-cover', 'to', 'record', 'coverage', 'as', 'described', 'by', 'goapp', 'help', 'testflag:']","['PRP', 'VBP', 'VBG', 'NN', 'TO', 'VB', 'NN', 'IN', 'VBN', 'IN', 'NN', 'NN', 'VB']"
3,goapp test -cover -test.v=true -test.coverprofile=c.out,"['go', 'app', 'test', '-', 'cover', '-', 'test', '.', 'v', '=', 'true', '-', 'test', '.', 'coverprofile', '=', 'c', '.', 'out']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'BOOLEAN_LITERAL', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
4,[..],['[..]'],['PUNCTUATION']
5,coverage: 53.8% of statements,"['coverage', ':', '53', '.', '8', '%', 'of', 'statements']","['IDENTIFIER', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION', 'DECIMAL_LITERAL', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'IDENTIFIER']"
6,ok      _/var/lib/jenkins/jobs/loyalty/workspace    30.464s,"['ok', '_/var/lib/jenkins/jobs/loyalty/workspace', '30', '.', '464', 's']","['IDENTIFIER', 'DIRECTORY', 'DECIMAL_LITERAL', 'PUNCTUATION', 'DECIMAL_LITERAL', 'IDENTIFIER']"
7,"

This completes successfully and prints the percentage of lines covered by tests. However, attempting to visualize the results fails:

","['This', 'completes', 'successfully', 'and', 'prints', 'the', 'percentage', 'of', 'lines', 'covered', 'by', 'tests.', 'However,', 'attempting', 'to', 'visualize', 'the', 'results', 'fails:']","['DT', 'VBZ', 'RB', 'CC', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'VBN', 'IN', 'JJ', 'NNP', 'VBG', 'TO', 'VB', 'DT', 'NNS', 'VBP']"
8,goapp tool cover -html=c.out,"['go', 'app', 'tool', 'cover', '-', 'html', '=', 'c', '.', 'out']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
9,"cover: can't find ""app.go"": cannot find package ""_/home/ingo/git/loyalty/"" in any of:","['cover', ':', 'can', 't', 'find', '""app.go""', ':', 'cannot', 'find', 'package', '""_/home/ingo/git/loyalty/""', 'in', 'any', 'of', ':']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'STRING_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'STRING_LITERAL', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
10,/home/ingo/Downloads/go_appengine_sdk_linux_amd64-1.9.10/go_appengine/goroot/src/pkg/_/home/ingo/git/loyalty (from $GOROOT),"['/home/ingo/Downloads/go_appengine_sdk_linux_amd64-1.9.10/go_appengine/goroot/src/pkg/_/home/ingo/git/loyalty', '(', 'from', '$', 'GOROOT', ')']","['DIRECTORY', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
11,/home/ingo/git/loyalty/src/_/home/ingo/git/loyalty (from $GOPATH),"['/home/ingo/git/loyalty/src/_/home/ingo/git/loyalty', '(', 'from', '$', 'GOPATH', ')']","['DIRECTORY', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
12,"

Does Go's cover tool only work on non-GAE apps? Do I have to package my app differently in order to visualize the coverage results?

I unsuccessfully asked this on golang-nuts before.
","['Does', ""Go's"", 'cover', 'tool', 'only', 'work', 'on', 'non-GAE', 'apps?', 'Do', 'I', 'have', 'to', 'package', 'my', 'app', 'differently', 'in', 'order', 'to', 'visualize', 'the', 'coverage', 'results?', 'I', 'unsuccessfully', 'asked', 'this', 'on', 'golang-nuts', 'before.']","['NNP', 'NNP', 'VB', 'NN', 'RB', 'NN', 'IN', 'JJ', 'NN', 'VBP', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NN', 'RB', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', 'PRP', 'RB', 'VBD', 'DT', 'IN', 'NNS', 'NN']"
